PomeroyRank,Team,Conf,TeamID,Season,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,OppO,OppD,NCSOSAdjEM
124,Nevada,MWC,1305,2016,3.94,102.4,98.5,71.3,0.065,1.25,105.9,104.6,-0.73
54,Nevada 12,MWC,1305,2017,13.31,114.6,101.3,69.7,0.055,1.29,104.5,103.2,-1.12
106,Nevada 5,WAC,1305,2012,6.52,105.9,99.4,64.2,0.126,-2.09,102.6,104.6,-5.97
80,Nevada 6,WAC,1305,2010,10.2,112.8,102.6,68.7,-0.03,4.33,106.8,102.4,6
25,Nevada 7,MWC,1305,2018,18.39,120.2,101.8,69.4,-0.026,5.13,107,101.8,3.61
260,New Hampshire,AE,1306,2010,-9.76,91.5,101.3,64.5,0.004,-5.94,98.7,104.6,-3.25
287,New Hampshire,AE,1306,2011,-11.39,91.2,102.6,61.7,0.03,-5.94,100.4,106.3,-2.71
293,New Hampshire,AE,1306,2012,-12.1,90.7,102.8,64.5,0.017,-9.01,98.2,107.2,-8.89
267,New Hampshire,AE,1306,2013,-9.41,92.8,102.2,62.9,-0.054,-3.11,100.4,103.5,-1.24
328,New Hampshire,AE,1306,2014,-17.67,88.7,106.4,61.2,-0.086,-5.82,101.3,107.2,-1.75
189,New Hampshire,AE,1306,2015,-1.86,100.9,102.8,63.9,-0.027,-6.3,100.3,106.6,-3.25
235,New Hampshire,AE,1306,2016,-6.01,99.9,105.9,67.4,0.11,-7,101,108,-4.29
182,New Hampshire,AE,1306,2017,-0.8,102.3,103.2,65.4,0.063,-4.58,102.6,107.1,-0.5
278,New Hampshire,AE,1306,2018,-10.35,98.2,108.5,65.4,-0.069,-4.86,102.4,107.2,-4.07
137,New Mexico,MWC,1307,2015,2.82,101.6,98.7,62,-0.068,0.64,104.5,103.9,-3.48
115,New Mexico,MWC,1307,2016,5.14,108.3,103.2,70.9,-0.035,1.77,104.7,102.9,0.28
119,New Mexico,MWC,1307,2017,3.44,106.5,103.1,68.8,0.024,2.14,105.4,103.2,-1.32
106,New Mexico,MWC,1307,2018,6.52,113.3,106.8,71.3,-0.022,2.7,105.9,103.2,1.41
145,New Mexico St.,WAC,1308,2011,2.2,105.5,103.3,66.5,-0.024,2.72,104.3,101.6,4.05
112,New Mexico St. 12,WAC,1308,2010,6.03,111.6,105.5,70.3,0.122,4.03,105.8,101.7,2.09
60,New Mexico St. 12,WAC,1308,2018,12.92,107.9,95,68.5,0.027,-1.4,104,105.4,3.7
65,New Mexico St. 13,WAC,1308,2012,11.22,109.3,98.1,69.4,-0.041,-0.88,103.4,104.3,-0.87
88,New Mexico St. 13,WAC,1308,2013,7.68,104.7,97.1,63.8,0.039,0.36,102.7,102.3,3.94
72,New Mexico St. 13,WAC,1308,2014,10.54,112.9,102.4,65.2,-0.03,-3.64,103,106.7,2.6
84,New Mexico St. 14,WAC,1308,2017,7.89,110.5,102.6,67.9,0.063,-4.52,101,105.6,-4.82
98,New Mexico St. 15,WAC,1308,2015,6.63,107.4,100.8,63,-0.042,-5.37,101.1,106.5,1.78
111,New Mexico St. 7,WAC,1308,2016,6.13,103.3,97.2,65.3,-0.014,-4.68,102.1,106.8,-1.4
43,New Mexico 3,MWC,1307,2010,16.18,113.6,97.4,67.4,0.096,4.09,105,100.9,1.85
23,New Mexico 3,MWC,1307,2013,19.02,109.9,90.9,63.7,0.073,7.98,106.4,98.4,4.42
47,New Mexico 4,MWC,1307,2011,14.7,111.9,97.2,64.9,-0.07,5.15,106.2,101.1,-1.74
20,New Mexico 5,MWC,1307,2012,19.45,110.8,91.4,65.5,0.003,2.65,103.9,101.3,-4.16
33,New Mexico 7,MWC,1307,2014,17.15,113.5,96.3,64.4,0.032,4.83,107.7,102.9,3.24
315,New Orleans,SB,1309,2010,-16.68,89,105.7,63.7,0.001,-5.16,100.1,105.3,-5.6
345,New Orleans,ind,1309,2013,-25.21,87.9,113.2,69.4,0.042,-7.06,98.4,105.5,-7.06
317,New Orleans,Slnd,1309,2014,-15.25,96.1,111.4,70.1,0.065,-5.98,102.9,108.9,14.17
310,New Orleans,Slnd,1309,2015,-13.22,96.9,110.2,67.6,-0.034,-6.78,101.6,108.4,11.15
316,New Orleans,Slnd,1309,2016,-15.01,96.4,111.4,72.2,-0.059,-7.66,101,108.6,3.8
266,New Orleans,Slnd,1309,2018,-8.95,98.5,107.4,66.1,0.047,-4.84,101.6,106.5,11.06
178,New Orleans 16,Slnd,1309,2017,-0.52,101.3,101.8,66.2,0.046,-5.29,102.3,107.6,8.32
128,Niagara,MAAC,1310,2010,4.06,105.7,101.6,68,-0.062,-0.51,101.2,101.7,-0.54
301,Niagara,MAAC,1310,2011,-13.02,92.2,105.2,67.1,0.021,-2.3,101,103.3,-1.38
245,Niagara,MAAC,1310,2012,-6.79,103.1,109.9,67.3,0.041,-2.21,101.8,104,1.13
270,Niagara,MAAC,1310,2014,-8.75,101.9,110.7,70.6,-0.025,-0.51,105.3,105.8,0.88
299,Niagara,MAAC,1310,2015,-11.41,99.8,111.2,64.7,-0.004,-1.99,103.2,105.2,2.77
308,Niagara,MAAC,1310,2016,-14.17,94.1,108.2,65.7,0.059,-3.76,103.3,107.1,-2.64
256,Niagara,MAAC,1310,2017,-7.9,101.4,109.3,69.1,-0.067,-3.63,103,106.6,-4.72
205,Niagara,MAAC,1310,2018,-3.99,109.5,113.5,73.7,0.09,-4.08,102.6,106.7,-3.49
139,Niagara 7,MAAC,1310,2013,2.81,107,104.2,67.7,0.012,-0.54,102.3,102.8,0.28
273,Nicholls St.,Slnd,1311,2010,-11.17,99.6,110.7,61.4,0.013,-1.95,102.2,104.1,6.71
235,Nicholls St.,Slnd,1311,2011,-5.82,97.2,103,59.9,-0.051,-4.82,101.2,106,8.48
325,Nicholls St.,Slnd,1311,2012,-18.45,100.8,119.2,64.8,0.048,-3.73,99.7,103.4,0.86
290,Nicholls St.,Slnd,1311,2013,-12.17,98.6,110.8,66.1,-0.024,-4.75,99.8,104.6,3.37
304,Nicholls St.,Slnd,1311,2014,-13.64,98,111.6,63.6,0.109,-8.13,101.6,109.7,3.55
328,Nicholls St.,Slnd,1311,2015,-18.36,90,108.3,66.1,0.025,-6.23,102.9,109.1,11.17
331,Nicholls St.,Slnd,1311,2016,-16.75,92.2,108.9,68.4,0.015,-4.75,103.3,108.1,11.46
315,Nicholls St.,Slnd,1311,2017,-13.77,100.4,114.2,69.4,0.089,-3.88,103,106.9,7.91
185,Nicholls St.,Slnd,1311,2018,-1.56,103.3,104.9,73.5,0.037,-5.69,101.9,107.6,4.11
338,NJIT,GWC,1312,2010,-22.16,84.7,106.8,66.6,-0.059,-11.71,96.3,108,-1
310,NJIT,GWC,1312,2011,-14.44,92.9,107.3,65.5,0.017,-11.33,98.1,109.4,-2.74
299,NJIT,GWC,1312,2012,-13.11,96.6,109.7,64.1,-0.025,-9.71,97.9,107.6,-4.54
263,NJIT,GWC,1312,2013,-8.82,94.6,103.4,65.9,-0.048,-11.06,95.4,106.4,-7.89
307,NJIT,ind,1312,2014,-13.86,96.6,110.5,66.5,0.055,-7.49,101.4,108.9,-7.49
173,NJIT,ind,1312,2015,-0.85,105.5,106.4,66.2,0.049,-4.15,101.9,106,-4.53
202,NJIT,ASun,1312,2016,-3.61,102.3,105.9,69,0.048,-5.59,103.6,109.2,-1.42
286,NJIT,ASun,1312,2017,-10.55,98.7,109.2,67.6,0.029,-3.43,104.6,108.1,-0.42
254,NJIT,ASun,1312,2018,-7.95,98.6,106.6,66.9,-0.024,-7.24,103.3,110.6,-2.51
271,Norfolk St.,MEAC,1313,2010,-11.06,96.2,107.2,71.2,-0.026,-7.61,97,104.6,1.41
298,Norfolk St.,MEAC,1313,2011,-12.65,97.1,109.8,68.7,-0.009,-7.81,98.4,106.2,3.08
258,Norfolk St.,MEAC,1313,2014,-7.48,102.9,110.3,62.7,0.042,-7.58,100.5,108.1,-0.13
191,Norfolk St.,MEAC,1313,2015,-2.01,105.5,107.5,64.6,0.027,-6.2,100.2,106.4,6.54
252,Norfolk St.,MEAC,1313,2016,-7.52,105.6,113.1,67.7,0.001,-6.92,100.2,107.1,5.69
299,Norfolk St.,MEAC,1313,2017,-11.92,94.2,106.1,68.8,0.069,-9.52,99.7,109.2,6.02
312,Norfolk St.,MEAC,1313,2018,-13.14,95.4,108.6,69,0.002,-11,98.9,109.9,0.76
183,Norfolk St. 15,MEAC,1313,2012,-1.82,100.9,102.7,66.6,0.189,-6.31,100.3,106.6,1.39
216,Norfolk St. 8,MEAC,1313,2013,-4.26,96.4,100.6,67.1,0.112,-7.02,97.8,104.8,0.29
302,North Carolina A&T,MEAC,1299,2010,-13.86,93.8,107.6,67.7,-0.043,-6.3,98.3,104.6,6.22
293,North Carolina A&T,MEAC,1299,2011,-12.29,99.1,111.4,67.8,0.048,-7.19,98.8,106,5.3
300,North Carolina A&T,MEAC,1299,2012,-13.18,94,107.2,68.1,-0.024,-5.08,100.7,105.8,6.39
334,North Carolina A&T,MEAC,1299,2014,-19.56,93.7,113.3,65.3,0.036,-7.64,99.4,107.1,0.24
337,North Carolina A&T,MEAC,1299,2015,-19.42,93.5,112.9,61.6,-0.038,-7.53,98.9,106.5,1.9
339,North Carolina A&T,MEAC,1299,2016,-19.05,95.7,114.7,67.6,0.03,-10.32,98.3,108.6,-0.99
349,North Carolina A&T,MEAC,1299,2017,-27.71,95.4,123.1,62.8,-0.086,-9.4,98.7,108.1,0.08
306,North Carolina A&T,MEAC,1299,2018,-12.68,98.1,110.8,69.3,0.098,-11.8,98.7,110.5,-1.27
227,North Carolina A&T 16,MEAC,1299,2013,-5.3,93.2,98.5,65.5,0.037,-6.98,97.2,104.2,-1.55
339,North Carolina Central,ind,1300,2010,-22.46,85.9,108.4,66.6,-0.014,-3.51,100.2,103.7,-0.95
313,North Carolina Central,ind,1300,2011,-15.03,96,111,65.6,0.088,-9.19,98.2,107.4,-9.01
215,North Carolina Central,MEAC,1300,2012,-4.09,97.7,101.8,65.5,-0.063,-6.31,99,105.3,7.35
164,North Carolina Central,MEAC,1300,2013,0.32,99.3,99,62.8,0.026,-7.69,96.3,104,1.39
302,North Carolina Central,MEAC,1300,2016,-13.35,98.3,111.6,65.9,-0.076,-10.79,98.4,109.2,-0.07
92,North Carolina Central 14,MEAC,1300,2014,7.98,108.6,100.7,62.3,0.04,-10.35,98.1,108.5,-1.94
161,North Carolina Central 16,MEAC,1300,2017,0.36,102.2,101.9,66.7,-0.055,-12.44,97.7,110.1,-0.66
316,North Carolina Central 16,MEAC,1300,2018,-13.41,96.6,110,65,0.019,-12.78,98.4,111.2,-1.47
104,North Carolina Central 7,MEAC,1300,2015,6,105.4,99.4,59.4,0.027,-9.2,98.3,107.4,3.98
87,North Carolina St.,ACC,1301,2011,7.19,109.9,102.7,65.9,-0.021,7.05,106.6,99.5,-4.26
74,North Carolina St.,ACC,1301,2016,10.44,114.1,103.7,67.7,-0.037,8.75,110.6,101.8,-1.96
109,North Carolina St.,ACC,1301,2017,4.98,112.6,107.6,70.3,0.019,7.58,108.6,101,-6.15
43,North Carolina St. 11,ACC,1301,2012,14.22,112.1,97.9,67,-0.004,6.22,105.9,99.7,1.18
62,North Carolina St. 12,ACC,1301,2014,11.6,114,102.4,64.7,0.065,7.77,108.4,100.7,-4.31
69,North Carolina St. 6,ACC,1301,2010,11.49,106.1,94.6,64.5,-0.007,8.66,106.4,97.7,-5.32
33,North Carolina St. 8,ACC,1301,2013,16.99,116.8,99.8,66.8,-0.032,6.54,106.1,99.5,-0.36
32,North Carolina St. 8,ACC,1301,2015,15.93,114.9,98.9,64.1,-0.003,9.84,109.3,99.5,-0.65
46,North Carolina St. 9,ACC,1301,2018,14.52,116.3,101.8,71.4,-0.001,7.71,108.6,100.9,-9.71
6,North Carolina 1,ACC,1314,2012,25.44,116.1,90.7,70.9,0.016,7.41,107.2,99.8,1.89
2,North Carolina 1,ACC,1314,2016,29.82,124.4,94.6,70.5,-0.055,11.45,111.7,100.2,3.13
3,North Carolina 1,ACC,1314,2017,28.22,120.7,92.5,71.3,0.037,12.49,112,99.5,3.87
15,North Carolina 2,ACC,1314,2011,22.18,111.8,89.6,70.6,0.064,11.14,109.9,98.8,6.01
8,North Carolina 2,ACC,1314,2018,23.59,120.3,96.7,71.2,-0.011,13.26,111.6,98.3,7.58
61,North Carolina 4,ACC,1314,2010,13.39,107.4,94,70.4,-0.013,11.36,108.4,97.1,0.18
10,North Carolina 4,ACC,1314,2015,23.85,119.1,95.3,69.2,-0.026,12.76,111.1,98.3,7.64
29,North Carolina 6,ACC,1314,2014,18.44,112.6,94.2,69.2,0,8.83,110.5,101.6,1.31
32,North Carolina 8,ACC,1314,2013,17.14,112.2,95.1,69.6,0.038,8.57,106.6,98,-0.95
343,North Dakota,GWC,1315,2010,-24.81,92.8,117.6,64.3,-0.005,-10.6,95.8,106.4,-1.12
299,North Dakota,GWC,1315,2011,-12.82,92.7,105.5,66.6,0.094,-10.41,98.6,109,-1.07
259,North Dakota,GWC,1315,2012,-8.45,95.9,104.3,66.6,0.026,-7.34,98.9,106.3,-0.56
250,North Dakota,BSky,1315,2013,-7.78,97.2,105,66.4,0.038,-5.78,100.8,106.6,3.01
264,North Dakota,BSky,1315,2014,-7.79,104.3,112.1,67.9,0.063,-4.79,104,108.7,7.8
314,North Dakota,BSky,1315,2015,-13.77,96.9,110.6,67.6,-0.031,-3.51,104.5,108,5.82
199,North Dakota,BSky,1315,2016,-3.35,99.6,103,71.6,-0.053,-5.6,102.3,107.9,1.28
239,North Dakota,BSky,1315,2018,-6.41,103.1,109.5,71.4,0.015,1.09,106,104.9,6.47
242,North Dakota St.,Sum,1295,2010,-7.74,96.6,104.3,67.3,-0.051,-4.63,100.5,105.1,1.53
162,North Dakota St.,Sum,1295,2011,0.4,104.8,104.4,67,-0.133,-2.73,104.1,106.8,0.8
163,North Dakota St.,Sum,1295,2012,0.69,106,105.4,66,-0.055,-3.33,102.6,105.9,-5.53
75,North Dakota St.,Sum,1295,2013,10.03,105.5,95.4,59.6,-0.015,-3.66,102.4,106.1,2.45
145,North Dakota St.,Sum,1295,2016,2.07,101.9,99.8,64.5,0.003,-1.76,105.2,106.9,-4.17
167,North Dakota St.,Sum,1295,2017,0.19,104.6,104.4,66.7,0.081,-1.93,105.5,107.5,0.5
176,North Dakota St.,Sum,1295,2018,-0.37,105,105.4,66.5,-0.078,-0.09,106.3,106.4,1.58
61,North Dakota St. 12,Sum,1295,2014,11.76,115.5,103.7,62.3,0.089,1.38,106.8,105.4,5.32
152,North Dakota St. 15,Sum,1295,2015,1.41,103.8,102.4,60.8,0.105,-4.21,102.9,107.1,-5.5
168,North Dakota 15,BSky,1315,2017,0.04,103.6,103.5,71.5,0.048,-5.66,103,108.6,3.24
266,North Florida,ASun,1316,2010,-10.47,91.8,102.3,62.9,0.095,-1.87,101.6,103.5,8.44
220,North Florida,ASun,1316,2011,-4.79,99.7,104.5,65.3,0.087,1.43,102.9,101.5,14.8
186,North Florida,ASun,1316,2012,-1.93,103.1,105.1,65.3,0.065,1.09,103.4,102.3,6.75
248,North Florida,ASun,1316,2013,-7.51,101,108.5,64.8,-0.01,-2.6,101,103.6,7.27
263,North Florida,ASun,1316,2014,-7.75,103.3,111.1,66.7,0.089,-3.74,102.3,106.1,7.46
255,North Florida,ASun,1316,2017,-7.64,101.8,109.5,69.9,0.025,-0.46,105.9,106.4,6.82
282,North Florida,ASun,1316,2018,-10.65,107.7,118.4,73.6,0.074,-0.86,104.7,105.6,9.82
143,North Florida 16,ASun,1316,2015,2.26,108.4,106.2,67.1,-0.022,-7.19,101,108.2,2.23
177,North Florida 7,ASun,1316,2016,-1.19,113.9,115,70.4,0.058,-5.15,102.3,107.5,0.83
174,North Texas,SB,1317,2011,-0.72,109,109.8,67.1,0.044,-7.26,99.1,106.4,-6.67
167,North Texas,SB,1317,2012,0.41,100.7,100.3,67.8,-0.041,-2.66,100.4,103,-1.36
259,North Texas,SB,1317,2013,-8.3,97.2,105.5,65.3,-0.023,-4.16,99.6,103.8,-3.92
232,North Texas,CUSA,1317,2014,-5.56,99.4,104.9,66.9,0.047,-2.74,103,105.8,-3.08
245,North Texas,CUSA,1317,2015,-6.66,98.6,105.2,65.5,0.046,-1.29,103.8,105.1,-1.86
289,North Texas,CUSA,1317,2016,-11.89,100.8,112.7,69.7,0.015,-4.41,103,107.5,-4.66
320,North Texas,CUSA,1317,2017,-14.52,96.3,110.8,70.2,-0.08,-4.66,101.5,106.2,-8.18
146,North Texas,CUSA,1317,2018,2.2,105.6,103.4,67.8,-0.048,-0.69,103.5,104.1,-0.5
175,North Texas 15,SB,1317,2010,-0.47,103.4,103.8,67.4,0.113,-5.87,99.9,105.7,-2.96
194,Northeastern,CAA,1318,2011,-2.59,108.8,111.4,62.6,0.023,2.43,104,101.6,2.39
189,Northeastern,CAA,1318,2012,-2.22,100.5,102.7,63.6,0.038,1.17,102.4,101.2,5.08
203,Northeastern,CAA,1318,2014,-3.16,101.4,104.5,63.2,-0.047,0.26,104.9,104.7,3.13
132,Northeastern,CAA,1318,2016,3.38,107,103.7,65.2,0.016,2.31,106.4,104.1,2.17
159,Northeastern,CAA,1318,2017,0.63,107,106.4,66.1,-0.014,0.9,105.4,104.5,2.41
96,Northeastern,CAA,1318,2018,7.34,107.8,100.5,67,0.03,-1.27,106.1,107.4,4.09
117,Northeastern 14,CAA,1318,2015,5.12,108.3,103.1,63.3,0.025,-1.29,104.5,105.7,1.8
71,Northeastern 5,CAA,1318,2010,11.32,106.5,95.2,60.3,-0.057,3.89,105,101.1,7.58
178,Northeastern 8,CAA,1318,2013,-0.76,106.4,107.2,62.7,0.079,-2.45,101.5,104,-0.63
221,Northern Arizona,BSky,1319,2010,-5.42,99.1,104.5,66.2,0.087,-0.57,103.5,104,2.7
124,Northern Arizona,BSky,1319,2011,3.59,106,102.4,65,-0.068,-3.38,102.4,105.8,0.7
340,Northern Arizona,BSky,1319,2012,-22.81,89.8,112.6,64.6,-0.002,-4.42,101.7,106.1,-1.63
292,Northern Arizona,BSky,1319,2013,-12.39,96.9,109.3,66.7,0.041,-3.98,101.2,105.2,6.44
262,Northern Arizona,BSky,1319,2014,-7.72,100.4,108.1,62.3,0.003,-5.81,103.9,109.7,2.57
178,Northern Arizona,BSky,1319,2015,-1.12,102.2,103.4,64.8,0.063,-3.88,104.7,108.6,2.99
343,Northern Arizona,BSky,1319,2016,-20.65,92.5,113.1,70.3,-0.068,-2.34,104.9,107.3,10.46
323,Northern Arizona,BSky,1319,2017,-15.28,95.1,110.4,69.2,-0.016,-6.17,101.9,108.1,-3.31
327,Northern Arizona,BSky,1319,2018,-16.02,93.5,109.5,68.6,-0.03,0.26,105.3,105,3.45
125,Northern Colorado,BSky,1294,2010,4.82,105.5,100.7,66.8,0.025,-4.94,101.9,106.8,-7.64
257,Northern Colorado,BSky,1294,2012,-8.31,104.8,113.1,65.8,-0.055,-3.05,102.4,105.5,5.59
242,Northern Colorado,BSky,1294,2013,-7.09,102.8,109.8,64.9,-0.051,-5.44,100.8,106.2,9.14
227,Northern Colorado,BSky,1294,2014,-5.3,108.8,114.1,62.7,-0.017,-7.9,102,109.9,-0.85
252,Northern Colorado,BSky,1294,2015,-7.45,110.4,117.9,63.2,-0.013,-6.44,102.3,108.7,-2.53
314,Northern Colorado,BSky,1294,2016,-14.65,103.3,118,68.3,0.024,-5.11,103.1,108.2,-0.94
283,Northern Colorado,BSky,1294,2017,-10.33,96.6,106.9,68.5,-0.027,-4.29,103.9,108.2,8.65
104,Northern Colorado,BSky,1294,2018,6.55,107.3,100.8,72.2,-0.023,-1.73,104.4,106.1,1.38
119,Northern Colorado 15,BSky,1294,2011,4.05,106.3,102.2,66.6,0.023,-2.41,102.4,104.8,2.87
237,Northern Illinois,MAC,1296,2010,-7.38,99,106.4,69.2,-0.042,-1.78,100.9,102.6,-1.91
274,Northern Illinois,MAC,1296,2011,-10.09,99.1,109.2,67.5,-0.03,-2.83,100.8,103.6,0.48
330,Northern Illinois,MAC,1296,2012,-19.58,90.3,109.9,62.1,-0.022,-2.39,101.9,104.3,-4.21
322,Northern Illinois,MAC,1296,2013,-16.72,85.7,102.4,61.1,-0.052,-2.03,101.8,103.8,-1.69
208,Northern Illinois,MAC,1296,2014,-3.94,94.4,98.3,61.5,0.019,-2.38,102.9,105.2,-3.35
179,Northern Illinois,MAC,1296,2015,-1.2,102.8,104,62.5,0.005,0.46,105.6,105.1,-4.01
165,Northern Illinois,MAC,1296,2016,-0.18,101.6,101.7,67.9,0.038,-1.53,104.4,105.9,-7.05
205,Northern Illinois,MAC,1296,2017,-3.47,98.9,102.4,66.8,-0.038,-2.5,104.1,106.6,-5.54
249,Northern Illinois,MAC,1296,2018,-7.66,103.3,111,67,0.002,-1.45,104.8,106.2,-3.54
107,Northern Iowa,MVC,1320,2011,5.66,109,103.3,59.1,0.003,1.58,103.9,102.3,2.16
68,Northern Iowa,MVC,1320,2013,10.84,106.8,96,61.8,-0.034,5.34,105.6,100.2,6.52
95,Northern Iowa,MVC,1320,2014,7.86,113,105.1,64.1,-0.08,3.43,106.1,102.7,8.35
169,Northern Iowa,MVC,1320,2017,0.01,97.6,97.6,63.5,0.054,4.51,107.2,102.7,7.99
122,Northern Iowa,MVC,1320,2018,4.51,103.2,98.7,62.7,-0.032,4.58,106.8,102.2,6.04
67,Northern Iowa 11,MVC,1320,2016,11.13,109.6,98.5,62.9,0.013,4.8,106.1,101.3,7.57
18,Northern Iowa 5,MVC,1320,2015,20.98,116.3,95.3,58.2,0.018,1.42,104.4,103,0.61
75,Northern Iowa 7,MVC,1320,2012,9.57,106.9,97.3,61.6,0.002,5.57,106.7,101.1,4.18
27,Northern Iowa 9,MVC,1320,2010,18.87,109.6,90.8,58.9,0.034,4.08,105.7,101.6,-1.58
244,Northern Kentucky,ASun,1297,2013,-7.26,97.5,104.7,58.1,-0.033,-5.25,100.1,105.3,0.63
311,Northern Kentucky,ASun,1297,2014,-14.08,102.7,116.8,61.1,-0.044,-6.64,101.8,108.4,-3.69
246,Northern Kentucky,ASun,1297,2015,-6.72,104.2,110.9,63.6,-0.058,-5.02,103.7,108.7,2.94
255,Northern Kentucky,Horz,1297,2016,-7.66,100.7,108.4,67.3,-0.079,0.04,105.3,105.2,2.28
138,Northern Kentucky 15,Horz,1297,2017,1.91,106.8,104.9,68,0.073,-3.35,102.9,106.3,-2.55
90,Northern Kentucky 7,Horz,1297,2018,7.93,107.5,99.6,68.6,-0.073,-4.04,102.6,106.6,1.95
132,Northwestern,B10,1321,2013,3.27,104.5,101.2,60,-0.022,8.62,106.9,98.2,-5.6
134,Northwestern,B10,1321,2014,3.33,98.3,94.9,59.9,0.033,9.51,110.2,100.7,-3.83
122,Northwestern,B10,1321,2015,4.59,107.8,103.2,59.7,0.009,6.74,108.8,102.1,-6.17
68,Northwestern,B10,1321,2016,11.04,111.1,100.1,63.7,-0.002,2.73,106.5,103.8,-11.07
85,Northwestern,B10,1321,2018,8.57,109.2,100.6,63.9,-0.068,8.85,109,100.2,-1.9
303,Northwestern St.,Slnd,1322,2010,-13.96,96.9,110.9,74.1,-0.007,-5.34,100,105.4,-0.98
261,Northwestern St.,Slnd,1322,2011,-8.98,101.1,110.1,71.1,0.101,-8.15,98.4,106.5,-6.16
227,Northwestern St.,Slnd,1322,2012,-5.39,97.3,102.7,69.3,0.005,-3.69,100.6,104.3,2.78
185,Northwestern St.,Slnd,1322,2014,-1.31,108.6,109.9,74.2,-0.019,-4.75,103.1,107.9,10.12
229,Northwestern St.,Slnd,1322,2015,-5.11,112.5,117.6,73.2,0.054,-5.2,101.7,106.9,10.52
330,Northwestern St.,Slnd,1322,2016,-16.62,101.6,118.2,73.8,-0.053,-6.29,102,108.3,13.07
293,Northwestern St.,Slnd,1322,2017,-11.4,101.1,112.5,71.3,0.028,-5.18,101.4,106.6,6.99
345,Northwestern St.,Slnd,1322,2018,-22.41,88.3,110.7,68.9,-0.08,-3.59,102.6,106.2,7.92
138,Northwestern St. 14,Slnd,1322,2013,2.82,106.6,103.8,71.9,0.075,-3.56,99.6,103.2,8.11
50,Northwestern 4,B10,1321,2011,14.03,116.8,102.7,62.8,0.008,8.91,108.6,99.7,-7.7
72,Northwestern 4,B10,1321,2012,10.53,114.8,104.3,62.5,0.049,8.54,107.5,98.9,-1.79
84,Northwestern 7,B10,1321,2010,9.77,113,103.2,62.8,0.002,5.19,104.8,99.6,-9.74
38,Northwestern 8,B10,1321,2017,15.81,111.3,95.5,65.6,0.019,8.32,109,100.7,-3.23
96,Notre Dame,ACC,1323,2014,7.7,113.5,105.8,62.7,-0.063,6.52,108.7,102.2,-2.88
35,Notre Dame 1,ACC,1323,2018,15.79,114.9,99.1,65.4,-0.058,8.65,109.8,101.2,-1.7
11,Notre Dame 2,BE,1323,2011,23.25,120.9,97.7,63.1,0.074,9.92,108.2,98.3,-3.83
9,Notre Dame 3,ACC,1323,2015,24.96,125.4,100.4,63.4,0.062,7.59,107.7,100.1,-11.62
27,Notre Dame 5,ACC,1323,2017,19.74,118.1,98.4,67,0.024,10.24,110.1,99.8,-3.85
35,Notre Dame 6,BE,1323,2010,17.71,119.4,101.7,62.4,-0.068,6.28,106.5,100.2,-9.08
36,Notre Dame 6,ACC,1323,2016,16.6,120.6,104,64.6,0.054,10.75,111.3,100.5,-1.64
42,Notre Dame 7,BE,1323,2012,14.22,110.9,96.7,60.2,0.032,6.94,106.4,99.4,-4.28
36,Notre Dame 7,BE,1323,2013,16.65,114.6,97.9,60.3,0.046,6.53,105.1,98.6,-6.61
149,Oakland,Sum,1324,2012,1.72,114.4,112.7,69.7,0.021,-0.16,103.8,104,5.28
200,Oakland,Sum,1324,2013,-3.09,107.3,110.4,68.1,0.041,0.37,103.8,103.4,10.33
194,Oakland,Horz,1324,2014,-2.16,109.9,112,67.1,0.025,3.7,105.8,102.1,9.47
167,Oakland,Horz,1324,2015,0.06,111.4,111.3,66.5,0.019,1.9,105.5,103.6,9.1
79,Oakland,Horz,1324,2016,9.6,116.3,106.7,73.8,-0.058,-1.06,103.8,104.8,1.52
175,Oakland,Horz,1324,2018,-0.23,107.4,107.7,70.3,0.011,-4.41,102.5,106.9,1.24
56,Oakland 13,Sum,1324,2011,13.31,118.6,105.3,71.1,0.021,2.01,106,104,14.82
135,Oakland 14,Sum,1324,2010,3.19,107.5,104.3,69.5,0.173,-2.75,101.6,104.4,10.65
103,Oakland 7,Horz,1324,2017,5.9,105,99.1,71.9,-0.011,-4.1,102.8,106.9,-5.42
149,Ohio,MAC,1325,2011,1.91,107.4,105.5,67.1,-0.003,-1.76,102.1,103.9,-1.27
127,Ohio,MAC,1325,2014,3.76,106.5,102.7,64.3,0.035,-2,103.1,105.1,-1.1
232,Ohio,MAC,1325,2015,-5.47,103,108.5,66.4,-0.04,0.75,104.9,104.2,-4.22
141,Ohio,MAC,1325,2016,2.56,110.6,108.1,70,0.052,-1.95,103.4,105.3,-4.02
105,Ohio,MAC,1325,2017,5.73,105.6,99.9,70.4,-0.072,-2.9,103.5,106.4,-6.82
193,Ohio,MAC,1325,2018,-2.74,100.4,103.1,71.3,-0.047,-1.48,104.9,106.4,-1.72
73,Ohio St.,B10,1326,2017,10.2,111.2,101,68,-0.054,6.78,107.4,100.6,-4.55
1,Ohio St. 1,B10,1326,2011,33.47,125,91.5,63.8,0.031,8.82,108.9,100,-4.08
19,Ohio St. 10,B10,1326,2015,20.75,115.6,94.8,65.2,-0.043,6.76,108.1,101.4,-7.41
7,Ohio St. 2,B10,1326,2010,24.99,117.5,92.5,64.6,0.007,7.88,106.3,98.4,-2.92
2,Ohio St. 2,B10,1326,2012,30.07,118.1,88.1,66.9,-0.05,10.1,108.9,98.8,-3.34
